	level_0	Unnamed: 0	index	sentence	label
3693	4097	4097	4549	Where is the largest post office building in the world ?	4
3694	4099	4099	4551	Who was the first animal into space ?	2
3695	4100	4100	4552	What is the correct way to mount a roll of toilet paper ?	2
3696	4101	4101	4553	What Jules Verne novel features scientists held captive in the submarine Nautilus ?	2
3697	4102	4102	4555	What 's the state motto of California ?	1
3698	4104	4104	4557	What company started out making pies , and wound up manufacturing plastic throwing toys ?	3
3699	4105	4105	4558	What does the acronym CPR mean ?	0
3700	4106	4106	4560	What are the Baltic States ?	1
3701	4107	4107	4561	How many endangered species are there in the world ?	5
3702	4108	4108	4562	Which large U.S. city had the highest murder rate for 1988 ?	4
3703	4109	4109	4563	Who was the bandleader mentor of Ella Fitzgerald with whom she cowrote `` A_Tisket , A-Tasket '' ?	3
3704	4110	4110	4564	Who invented basketball ?	3
3705	4111	4111	4565	How has TV affected our society ?	1
3706	4112	4112	4566	When was the last major eruption of Mount St. Helens ?	5
3707	4113	4113	4567	What was the name of Humphrey Bogart 's club in Casablanca ?	3
3708	4114	4114	4568	What U.S. Government agency registers trademarks ?	3
3709	4115	4115	4569	What is osmosis ?	1
3710	4116	4116	4570	What format was the major competition of VHS ?	2
3711	4117	4117	4571	What hockey player did Ronald Reagan joke he would swap Texas for ?	3
3712	4118	4118	4572	What is the world 's deadliest infectious disease ?	2
3713	4119	4119	4573	Which infectious disease is the world 's deadliest ?	2
3714	4120	4120	4574	What President was buried at his ancestral home overlooking the Hudson River at Hyde Park , New York ?	3
3715	4121	4121	4575	How much did the first Barbie doll sell for in 1959 ?	5
3716	4122	4122	4576	What country was General Douglas McArthur in when he was recalled by President Truman ?	4
3717	4123	4123	4577	What are the five most popular Usenet groups ?	3
3718	4124	4124	4578	What are the seven deadly sins ?	1
3719	4125	4125	4579	What is the latitude and longitude of El Paso , Texas ?	5
3720	4126	4126	4580	What does the name Melissa mean ?	1
3721	4127	4127	4581	What is the nature of snow and how is the formation of snow different from that of ice ?	1
3722	4128	4128	4582	How many head injuries are there in recreational ice skating each year ?	5
3723	4129	4129	4583	A normal human pregnancy lasts how many months ?	5
3724	4130	4130	4584	What kind of sports team is the Buffalo Sabres ?	2
3725	4132	4132	4586	What are new computer games for Windows 95 or 98 ?	2
3726	4133	4133	4587	Who domesticated the wild turkey ?	3
3727	4134	4134	4588	How can I get someone 's phone number if I only have their screen name ?	1
3728	4135	4135	4590	What country does Ileana Cotrubas come from ?	4
3729	4137	4137	4592	What two European countries are joined by the Gran San Bernardo Pass ?	4
3730	4138	4138	4594	What kind of creatures are the Canary Islands named for ?	2
3731	4139	4139	4595	What was the name of the US helicopter pilot shot down over North Korea ?	3
3732	4140	4140	4596	What 's a male `` cuckquean '' ?	1
3733	4141	4141	4598	Name the designer of the shoe that spawned millions of plastic imitations , known as ` jellies ' .	3
3734	4142	4142	4599	What does RCA stand for ?	0
3735	4143	4143	4600	Why are ice cream sundaes called sundaes ?	1
3736	4144	4144	4601	What 's the singular of dice ?	2
3737	4145	4145	4602	Who is Olive Oyl 's brother ?	3
3738	4146	4146	4603	What 12-hour cold medicine uses the formula `` 6 , 6 , 12 '' in its ads ?	2
3739	4147	4147	4604	What was the first video ever made ?	2
3740	4148	4148	4605	What 's the favorite food of dragonflies ?	2
3741	4149	4149	4606	What king boycotted Prince Charles 's wedding ?	3
3742	4150	4150	4607	What does Nicholas Cage do for a living ?	3
3743	4151	4151	4609	Where is the Taj Mahal ?	4
3744	4152	4152	4610	What 's distinctive about a palmiped 's feet ?	1
3745	4153	4153	4611	In 139 the papal court was forced to move from Rome to where ?	4
3746	4154	4154	4612	What is the first day of the week ?	5
3747	4155	4155	4613	What is goulash ?	1
3748	4156	4156	4614	What capital is built around Monument Circle which contains soldiers and sailors monument ?	4
3749	4157	4157	4615	Name the men 's cologne that is associated with the sea .	2
3750	4158	4158	4616	How does a parachute work ?	1
3751	4159	4159	4617	What is the first book of the Old Testament ?	2
3752	4161	4161	4619	What is the history of Spartacus , the Roman slave and gladiator ?	1
3753	4162	4162	4620	What famed wall supports the Badaling turret ?	4
3754	4164	4164	4623	What does Melissa mean ?	1
3755	4165	4165	4624	What is form drag ?	1
3756	4166	4166	4625	Who were John F. Kennedy 's dogs ?	2
3757	4167	4167	4626	Where are good science sites on the Internet ?	4
3758	4168	4168	4627	What woman was Time 's Man of the Year for 1952 ?	3
3759	4169	4169	4628	What currents affect the area of the Shetland Islands and Orkney Islands in the North Sea ?	1
3760	4170	4170	4629	Who wrote The Ugly Duckling ?	3
3761	4171	4171	4630	Who designed London Bridge ?	3
3762	4172	4172	4631	How many miles are there between Tel Aviv , Israel and Memphis , Tennessee ?	5
3763	4173	4173	4632	How many flavors of ice cream does Howard Johnson 's have ?	5
3764	4174	4174	4633	What weapon did the crossed slits in English castles accommodate ?	2
3765	4175	4175	4634	How can I stop or slow down aging ?	1
3766	4176	4176	4635	Where are the busiest Amtrak rail stations in the U.S. ?	4
3767	4177	4177	4636	How many freckles does Howdy Doody have on his face ?	5
3768	4178	4178	4637	How does Cos Cob , CT get its name ?	1
3769	4179	4179	4638	Who was considered to be the father of psychology ?	3
3770	4180	4180	4639	How did Super President gain his powers on the animated series ?	1
3771	4181	4181	4640	How tall was the animated King Kong ?	5
3772	4182	4182	4641	What are values ?	1
3773	4183	4183	4642	What is the population of Japan ?	5
3774	4186	4186	4645	How much did Alaska cost when bought from Russia ?	5
3775	4187	4187	4646	How many events make up the decathlon ?	5
3776	4188	4188	4647	What causes blue balls ?	1
3777	4189	4189	4648	What were the first bodies visited by spacecraft ?	4
3778	4190	4190	4649	Who succeeded Nikita Khrushchev as first secretary of the Communist Party ?	3
3779	4191	4191	4650	Who was chosen to be the first black chairman of the military Joint Chiefs of Staff ?	3
3780	4192	4192	4651	Name of the lady the Great Gatsby pines for ?	3
3781	4193	4193	4653	How many bails are there in a cricket wicket ?	5
3782	4194	4194	4654	What city was Martin Luther King Jr. assassinated in ?	4
3783	4196	4196	4656	Where 's the Bernini-Bristol Hotel ?	4
3784	4197	4197	4657	Who said `` What contemptible scoundrel stole the cork from my lunch ? ''	3
3785	4198	4198	4658	What is the capital of Kosovo ?	4
3786	4199	4199	4659	What kind of company is 7-Eleven ?	3
3787	4200	4200	4660	How many letters appear with the numbers 2 to 9 on a telephone dial ?	5
3788	4201	4201	4661	What were the first three cities to have a population of more than a million ?	4
3789	4202	4202	4663	What scale measures earthquakes ?	2
3790	4203	4203	4664	What is a glory hole ?	1
3791	4204	4204	4665	What kind of education would you need to become an athletic trainer for the NFL ?	2
3792	4205	4205	4666	What are the major companies that are part of Dow Jones ?	3
3793	4206	4206	4667	What college did Joe Namath play football for ?	3
3794	4207	4207	4670	How does it make its colors ?	1
3795	4208	4208	4671	What would happen to Canada if Quebec separated ?	1
3796	4209	4209	4672	When is the Jimmy Buffett concert coming to the E center in Camden NJ ?	5
3797	4211	4211	4675	What is the weather like on the moon ?	1
3798	4212	4212	4676	Who was the 1st U.S. President ?	3
3799	4214	4214	4678	How much did Varian Associates try to sell its vacuum products division to the BOC group for ?	5
3800	4215	4215	4679	What is the abbreviation of the International Olympic Committee ?	0
3801	4216	4216	4680	How many people hike ?	5
3802	4217	4217	4681	What are boxcars ?	1
3803	4218	4218	4682	How do I keep cats out of my flower garden for good ?	1
3804	4219	4219	4683	Who played Maria in the film West Side Story ?	3
3805	4220	4220	4684	What is a common anti-AIDS drug ?	2
3806	4221	4221	4685	Who bestowed great power upon Captain Britain ?	3
3807	4222	4222	4686	How can you tell when figs are ripe ?	1
3808	4223	4223	4687	How do I love thee ?	1
3809	4224	4224	4688	Which type of soda has the greatest amount of caffeine ?	2
3810	4225	4225	4689	What nationality is a Sicilian ?	4
3811	4226	4226	4690	What is the most common boy 's or girl 's name ?	3
3812	4227	4227	4691	Who was the accused in The Trial of the Century , which opened Janurary 1 , 1935 ?	3
3813	4228	4228	4693	What soft drink tells us to `` Go Hawaiian '' ?	2
3814	4229	4229	4694	How does a hydroelectric dam work ?	1
3815	4230	4230	4695	What is the oldest building in the United States ?	4
3816	4231	4231	4696	What is the West Virginia state animal ?	2
3817	4232	4232	4697	How many people died on South Carolina highways in 1998 ?	5
3818	4234	4234	4699	What was The Living Room War ?	1
3819	4235	4235	4700	What are some translations of the phrase `` Thank-you '' ?	2
3820	4236	4236	4701	What is President Nixon 's birthdate ?	5
3821	4237	4237	4703	What was Suzy Parker doing to earn $1 , 000 in the early 1950 's ?	1
3822	4238	4238	4704	How many people died in the Vietnam war ?	5
3823	4239	4239	4705	What year did Montana become a state ?	5
3824	4240	4240	4706	When was the USSR dissolved ?	5
3825	4241	4241	4707	Why are there letters on the telephone ? Why are there no Q or Z ?	1
3826	4242	4242	4709	Who did the Seven Mules block for ?	3
3827	4243	4243	4710	What is the world 's largest distilling company ?	3
3828	4244	4244	4711	What 's the name of the actress who starred in the movie , `` Silence of the Lambs '' ?	3
3829	4245	4245	4712	Where is one 's corpus callosum found ?	4
3830	4246	4246	4713	Who did Napolean defeat at Jena and Auerstadt ?	3
3831	4247	4247	4714	What household products are there for adult acne ?	2
3832	4248	4248	4715	What British prime minister and U.S. president were seventh cousins once-removed ?	3
3833	4249	4249	4716	What is the most expensive car in the world ?	2
3834	4250	4250	4717	What is an Angelus ?	1
3835	4251	4251	4718	How many objects orbit the Earth ?	5
3836	4252	4252	4719	What was the tragedy that struck the city of Dogtown in 1899 ?	2
3837	4253	4253	4720	What 's the oldest capital city in the Americas ?	4
3838	4254	4254	4721	What Leon Uris novel dealt with the Russian capture of Berlin ?	2
3839	4255	4255	4722	What is the location of Edinburgh , Scotland ?	4
3840	4256	4256	4723	How many muscles does the average adult use when going for a walk ?	5
3841	4258	4258	4725	What was the name of the Titanic 's captain ?	3
3842	4259	4259	4726	Name of heroine in `` Scruples '' ?	3
3843	4260	4260	4727	How big is the Chappellet vineyard ?	5
3844	4261	4261	4728	Jackson Pollock was a native of what country ?	4
3845	4262	4262	4729	What makes sperm ?	1
3846	4263	4263	4730	How do I know how much money to save for retirement ?	1
3847	4264	4264	4731	What does the dot on the letter i mean ?	1
3848	4265	4265	4732	Who wrote The Godfather ?	3
3849	4266	4266	4735	What sport does Chris Jogis play ?	2
3850	4267	4267	4737	What is a fear of robbers ?	2
3851	4268	4268	4738	What Nevil Shute novel is about the doomed survivors of a nuclear war ?	2
3852	4269	4269	4739	What is the cause of endangered species ?	1
3853	4270	4270	4740	Which of the following TV newsmen was a Rhodes scholar ?	3
3854	4271	4271	4741	What did Warlock wear on his forehead in Marvel comics ?	2
3855	4273	4273	4744	How many islands does Fiji have ?	5
3856	4274	4274	4745	What line divided the North and South in the U.S. Civil War ?	2
3857	4276	4276	4747	Who invented volleyball ?	3
3858	4278	4278	4749	How do I do this ?	1
3859	4279	4279	4750	Name a ballet company Mikhail Baryshnikov has danced for ?	3
3860	4280	4280	4751	Who led the Normans to victory in the Battle of Hastings ?	3
3861	4281	4281	4752	What is the origin of the word `` Teddy bear '' ?	1
3862	4282	4282	4753	What percentage of the world 's plant and animal species can be found in the Amazon forests ?	5
3863	4284	4284	4756	What nutrients are for healthy bones and teeth ?	2
3864	4285	4285	4757	What are Fortune 500 companies ?	1
3865	4286	4286	4758	What is the difference between ninjitsu and kung fu ?	1
3866	4287	4287	4759	What king was forced to agree to the Magna Carta ?	3
3867	4288	4288	4761	What were Babe Ruth 's Christian names ?	3
3868	4289	4289	4762	How many bottles of wine were prisoners in the Bastille allowed per day ?	5
3869	4290	4290	4763	Where do lobsters like to live ?	4
3870	4291	4291	4764	Who was the first elected mayor of Washington , D.C. ?	3
3871	4292	4292	4765	What are the wolverine habits ?	2
3872	4293	4293	4766	How do you fix squeaky floors ?	1
3873	4294	4294	4767	When was the Big Thompson flood ?	5
3874	4295	4295	4768	What good are mosquitoes ?	1
3875	4296	4296	4769	How do you get bubblegum out of carpet ?	1
3876	4297	4297	4770	What 's played at Wembley Stadium , London , every May ?	2
3877	4298	4298	4771	Who wrote the sci-fi trilogy Foundation , Foundation and Empire , and Second Foundation ?	3
3878	4299	4299	4772	How many hours of work does it take a typist to complete a 100-page screenplay ?	5
3879	4300	4300	4773	What is Alice Cooper 's real name ?	3
3880	4303	4303	4776	How many times does the tide ebb and flow each day ?	5
3881	4304	4304	4779	How does General Mills manufacture Cheerios ?	1
3882	4305	4305	4781	Name the person who burst through the screen in the Lite beer commercials .	3
3883	4306	4306	4783	What after-dinner treat was invented in 1916 at the George Jung noodle factory in Los Angeles ?	2
3884	4307	4307	4784	What U.S. vice-president killed Alexander Hamilton in a duel ?	3
3885	4308	4308	4785	What 's the Fahrenheit equivalent of zero degrees centigrade ?	5
3886	4309	4309	4786	How many muscles does an oyster have ?	5
3887	4310	4310	4788	Who wrote `` Much Ado About Nothing '' ?	3
3888	4312	4312	4790	What personality traits are Capricorns said to have ?	1
3889	4314	4314	4792	What was John F. Kennedy 's 1960 campaign song ?	2
3890	4315	4315	4794	What hymn did John Steinbeck get his title The Grapes of Wrath from ?	2
3891	4316	4316	4795	What invention does the principle of conservation of energy make impossible ?	2
3892	4317	4317	4796	What 's the highest-ranking suit in bridge ?	2
3893	4318	4318	4797	Who won Oscars for her roles in Gone with the Wind and A Streetcar Named Desire ?	3
3894	4319	4319	4798	What writer is famous for physically putting himself into the center of his subject matter ?	3
3895	4320	4320	4799	Who 's the lead singer of the Led Zeppelin band ?	3
3896	4321	4321	4800	In Dana 's `` Two Years Before the Mast , '' what seafarers lived in an abandoned oven on the beach at San Diego ?	3
3897	4322	4322	4801	Who plays the cop in the movie `` Kindergarten Cop '' ?	3
3898	4323	4323	4802	How many characters makes up a word for typing test purposes ?	5
3899	4324	4324	4803	What non-mechanical sport achieves the highest speeds ?	2
3900	4325	4325	4804	What was the 1940 annual salary for a boilermaker ?	5
3901	4327	4327	4806	What indoor sport saw the Phoenix Inferno become the Phoenix Pride on July 14 , 1983 , when the temperature hit 111 degrees ?	2
3902	4328	4328	4807	What country saw the origin of the Asian Flu ?	4
3903	4329	4329	4808	Who is the richest woman in the world ?	3
3904	4330	4330	4809	Where can I take a test that will tell me what I should be when I grow up ?	4
3905	4331	4331	4810	What caused the death of Bob Marley ?	1
3906	4332	4332	4811	What 's Mrs. Bridges 's job on TV 's Upstairs , Downstairs ?	3
3907	4333	4333	4812	What daily newspaper will `` help you see clearer across the USA '' ?	2
3908	4334	4334	4813	What lake in Scotland is said to hold one or more monsters ?	4
3909	4335	4335	4814	Who were the 1974 Oscar winners ?	3
3910	4336	4336	4815	What kind of business is 7-Eleven ?	3
3911	4337	4337	4816	What is Sinn Fein ?	1
3912	4338	4338	4817	What is the name of the rare neurological disease with symptoms such as : involuntary movements , tics , swearing , and incoherent vocalizations , grunts , shouts , etc. ?	2
3913	4339	4339	4818	What do river otters eat ?	2
3914	4340	4340	4819	Who wrote the book , `` Huckleberry Finn '' ?	3
3915	4341	4341	4821	What famed library can you reach by dialing 22-287-5 ?	4
3916	4342	4342	4822	What five-time winner of the Kentucky Derby lost his first 25 races ?	2
3917	4343	4343	4823	What did Vasco da Gama discover ?	2
3918	4344	4344	4824	What is Megan 's law ?	1
3919	4345	4345	4825	Where can I get a complete listing of showtimes in my area ?	4
3920	4347	4347	4827	What is usenet for the Internet ?	1
3921	4348	4348	4828	What are field effect transistors ?	1
3922	4349	4349	4829	What was the killer whale who died at Sea World of a fungal infection named ?	2
3923	4350	4350	4830	What is witch hazel ?	1
3924	4351	4351	4831	What is state tree of Nebraska ?	2
3925	4352	4352	4832	Where is Glasgow ?	4
3926	4354	4354	4834	What three colors of ink are used to print a U.S. dollar bill ?	2
3927	4355	4355	4835	What exactly is the purpose of the anteater ?	1
3928	4357	4357	4838	What radio , TV and movie character did Jackie Gleason and William Bendix play ?	3
3929	4358	4358	4839	Where is it planned to berth the merchant ship , Lane Victory , which Merchant Marine veterans are converting into a floating museum ?	4
3930	4359	4359	4840	What does a pedometer measure ?	2
3931	4362	4362	4843	Name the U.S. Senate majority leader and the Speaker of the House .	3
3932	4363	4363	4844	What name did football 's New York Titans adopt in 1963 ?	3
3933	4364	4364	4846	Who owns CNN ?	3
3934	4365	4365	4847	About how many Americans are still unaccounted for from the Vietnam war ?	5
3935	4366	4366	4848	What is the chemical reactivity of neon ?	5
3936	4367	4367	4849	What is an auto-commentary ?	1
3937	4368	4368	4851	What is deconstructionism ?	1
3938	4370	4370	4853	What newspaper returned a Pulitzer Prize for the fraudulent story Jimmy 's World ?	2
3939	4371	4371	4854	What is a fear of speaking ?	2
3940	4372	4372	4855	What was Hitler 's favorite movie ?	2
3941	4373	4373	4856	Why do airliners crash vs. gliding down ?	1
3942	4374	4374	4857	What are those little blue reflectors in the middle of the road for ?	1
3943	4375	4375	4858	What member of The Little Rascals has an on-again , off-again sweetheart in Darla Hood ?	3
3944	4376	4376	4859	How is saline used in medicine ?	1
3945	4377	4377	4860	What is the name of the ` female ' counterpart to El Nino , which results in cooling temperatures and very dry weather ?	2
3946	4378	4378	4861	What incident of 1933 did the German Nazis use to justify emergency decrees , imprisoning opponents and vesting more power in themselves ?	2
3947	4380	4380	4863	What attorney-general ordered the closing of Alcatraz ?	3
3948	4381	4381	4864	What is the capital of Congo ?	4
3949	4382	4382	4866	What is a country that starts with the letter x ?	4
3950	4383	4383	4867	What countries earn the most from tourism ?	4
3951	4384	4384	4868	What is the Internet2 ?	1
3952	4385	4385	4869	Which city in China has the largest number of foreign financial companies ?	4
3953	4386	4386	4870	When are the Oscars Academy Awards in 1999 ?	5
3954	4387	4387	4871	Who was the prophet of the Jewish people ?	3
3955	4390	4390	4874	What common plant has a button , cap , cup , gills , and ring ?	2
3956	4391	4391	4875	When was Dubai 's first concrete house built ?	5
3957	4392	4392	4876	What is the Milky Way ?	1
3958	4393	4393	4877	What is Remembrance Day all about ?	1
3959	4394	4394	4878	What food did Marco Polo introduce into Italy from the court of Kubla Khan ?	2
3960	4395	4395	4879	What diamond producer controls about 80% of the world 's diamonds ?	3
3961	4396	4396	4880	Who is the prophet of the religion of Islam ?	3
3962	4397	4397	4881	Who portrayed Maggio in the film From Here to Eternity ?	3
3963	4398	4398	4882	Where are zebras most likely found ?	4
3964	4399	4399	4884	What is the best place to live in the world , considering climate , civilization ?	4
3965	4400	4400	4885	What is meant by `` capital market '' ?	1
3966	4401	4401	4886	In My Antonia , how is Mr. Shimerda out of place on the farm ?	1
3967	4402	4402	4887	What ship did Lloyd M. Bucher command ?	2
3968	4403	4403	4888	Name a medicine commonly used to combat AIDS ?	2
3969	4405	4405	4890	What is the difference between love and infatuation ?	1
3970	4406	4406	4891	Name the cartoon genie conjured by the magic ring shared by Nancy and Chuck .	3
3971	4407	4407	4892	What foods contain vitamin B12 ?	2
3972	4408	4408	4893	What is the amount of money owed for illegally having a dog on a beach ?	5
3973	4409	4409	4894	What are the first and last letters of the Greek alphabet ?	2
3974	4410	4410	4895	What is the web address at which I can find the e-mail address of a member of the US House of Representatives ?	4
3975	4411	4411	4896	How big is the largest diamond ?	5
3976	4412	4412	4897	What are some ways to help someone with Chicken Pox ?	2
3977	4413	4413	4898	How do I find out the exact time of a sunset for a particular day ?	1
3978	4414	4414	4899	When did the original Howdy Doody show go off the air ?	5
3979	4416	4416	4901	Who was Picasso ?	3
3980	4417	4417	4902	Who were the only two bald U.S. Presidents ?	3
3981	4418	4418	4903	Which member of Charlie 's Angels sang vocals for Josie and the Pussycats ?	3
3982	4419	4419	4904	What river flows past the Temple of Karnak ?	4
3983	4420	4420	4906	What are the benefits of a rowing machine ?	1
3984	4423	4423	4910	What is the Islamic counterpart to the Red Cross ?	2
3985	4424	4424	4911	Why does tuberculosis afflict people ?	1
3986	4426	4426	4913	What is tyvek ?	1
3987	4427	4427	4914	What do humans catch zoonose diseases from ?	2
3988	4428	4428	4915	How did Asia get its name ?	1
3989	4429	4429	4916	What was the name of the U.S. Navy gunboat in the film The Sand Pebbles ?	2
3990	4430	4430	4917	Where can I get information on the original 13 US colonies ?	4
3991	4431	4431	4918	For what disease is the drug Sinemet used as a treatment ?	2
3992	4432	4432	4919	What are three ways in which wind is created on the earth ?	2
3993	4433	4433	4920	What gender is not allowed to vote in Kuwait ?	2
3994	4434	4434	4921	How many inches over six feet is Tom Selleck ?	5
3995	4435	4435	4922	What is the name of the disease that actress Hunter Tylo 's baby girl has ?	2
3996	4436	4436	4923	Who 's the only president buried in Washington	3
3997	4437	4437	4924	How much could you rent a Volkswagen bug for in 1966 ?	5
3998	4438	4438	4925	Whose singing voice was dubbed in for Natalie Wood in West Side Story and Audrey Hepburn in My Fair Lady ?	3
3999	4439	4439	4926	What is the mean income of the top 10% , top 5% , and top 1% ?	5
4000	4440	4440	4927	What North American city sprouts the most parking meters ?	4
4001	4441	4441	4928	What is the largest and most expensive freeway construction project in the U.S. right now ?	4
4002	4443	4443	4931	Where did Gulliver find a race of tiny people ?	4
4003	4444	4444	4934	How much do tuberculosis combatting drugs cost ?	5
4004	4445	4445	4935	President Bush compared Saddam Hussein to whom ?	3
4005	4446	4446	4936	What 's the name of Pittsburgh 's baseball team ?	3
4006	4449	4449	4939	Who created the character James Bond ?	3
4007	4450	4450	4940	What type of exercise burns the most calories ?	2
4008	4451	4451	4941	What is `` the only cigarette made with no leftovers '' ?	1
4009	4452	4452	4942	Where did the Japanese Imperial Forces surrender to end WWII ?	4
4010	4453	4453	4943	What is Mikhail Gorbachev 's middle initial ?	0
4011	4454	4454	4945	What British general surrendered to the colonial army at Saratoga ?	3
4012	4455	4455	4946	How can people from Ireland come to the U.S. , work , and then return to Ireland ?	1
4013	4458	4458	4949	What is the history of Buffalo chicken wings ?	1
4014	4459	4459	4950	What is humidity ?	1
4015	4460	4460	4951	What kind of creatures are black , yellow , and brown bullheads ?	2
4016	4461	4461	4952	What city would you be in if you were feeding the pigeons in the Piazza San Marco ?	4
4017	4463	4463	4954	What is the name of the planet that the Ewoks live on ?	4
4018	4465	4465	4957	What is the chemical formula for napalm ?	2
4019	4467	4467	4959	What is `` Chicago Hope '' ?	1
4020	4468	4468	4960	How many members of a family could be drafted in the U.S. military during World War II ?	5
4021	4469	4469	4961	Who wrote the song , `` Silent Night '' ?	3
4022	4470	4470	4962	What company is the largest Japanese ship builder ?	3
4023	4471	4471	4964	What is the average date when most malls begin putting up Christmas holiday decorations ?	5
4024	4472	4472	4965	How many characters are in the Chinese alphabet ?	5
4025	4474	4474	4967	Who wrote The Collector ?	3
4026	4475	4475	4968	Which major diamond producer is based in South Africa ?	3
4027	4476	4476	4969	Who was Samuel Johnsons 's friend and biographer ?	3
4028	4478	4478	4971	What are the Cleveland Indians also called ?	2
4029	4479	4479	4972	What commodity 's shortage was the largest single factor in keeping North American cars off the roads during World War II ?	2
4030	4480	4480	4974	Who wrote the bestselling Missionary Travels and Researches in South Africa , published in 1857 ?	3
4031	4481	4481	4976	What is the gestation period for human pregnancies ?	5
4032	4482	4482	4977	Where did the name Daniel originate ?	4
4033	4483	4483	4978	What are common methods used to regulate monopolies ?	2
4034	4484	4484	4979	What category does the color pink denote in the Trivial Pursuit Baby Boomer Edition ?	1
4035	4485	4485	4980	How long does the average domesticated ferret live ?	5
4036	4486	4486	4981	Name the Islamic counterpart to the Red Cross .	2
4037	4487	4487	4982	What are the historical trials following World War II called ?	2
4038	4488	4488	4983	What states do not have state income tax ?	4
4039	4489	4489	4984	What city has the two steepest streets in the U.S. ?	4
4040	4490	4490	4985	What is Margaret Thatcher known for ?	1
4041	4491	4491	4986	Name the country of giants twelve times the size of man in `` Gulliver 's Travels . ''	4
4042	4492	4492	4987	What 's men 's par on a 455-yard golf hole ?	5
4043	4493	4493	4988	What four elements make up 90 percent of the human body ?	2
4044	4494	4494	4989	How many countries are there ?	5
4045	4495	4495	4990	Where does most of the marijuana entering the United States come from ?	4
4046	4496	4496	4991	Stuart Hamblen is considered to be the first singing cowboy of which medium ?	2
4047	4497	4497	4992	What is Steve Rogers 's profession when he 's not Captain America ?	3
4048	4499	4499	4994	Who are the top 10 richest people in the world ?	3
4049	4500	4500	4995	How do I contact Answers.com direct ?	1
4050	4501	4501	4996	What causes a person to have constantly sweaty hands and feet ?	1
4051	4502	4502	4997	What happened to Answers.com ?	1
4052	4503	4503	4999	What ethnic group introduced the idea of potlatch ?	3
4053	4504	4504	5000	What is a person 's socioeconomic position ?	1
4054	4505	4505	5001	What do you say to a friend who ignores you for other friends ?	1
4055	4506	4506	5002	How many yards are in 1 mile ?	5
4056	4508	4508	5004	What does R.E.M. stand for , as in the rock group R.E.M. ?	0
4057	4509	4509	5005	What Cruise Line does Kathie Lee Gifford advertise for ?	3
4058	4510	4510	5006	What does the name Jenna mean ?	1
4059	4511	4511	5007	Why do girls have to wear training bras ?	1
4060	4512	4512	5008	When was the first successful heart transplant for a human ?	5
4061	4513	4513	5009	How did Edith Bunker die ?	1
4062	4514	4514	5010	What country boasts Cawdor Castle , Glamis Castle , and Blair Castle ?	4
4063	4515	4515	5012	What does pH stand for ?	0
4064	4516	4516	5013	What country is Mount Everest in ?	4
4065	4517	4517	5014	Which country is the largest country in Latin America ?	4
4066	4519	4519	5016	What are geckos ?	1
4067	4520	4520	5017	What is the name of a book written by Aaron Hass ?	2
4068	4521	4521	5018	What is cosmology ?	1
4069	4522	4522	5021	What female faith healer wrote the inspirational book I Believe in Miracles ?	3
4070	4523	4523	5022	Who was Jinnah ?	3
4071	4525	4525	5024	Where did King Francis I hang the `` Mona Lisa '' when he owned it ?	4
4072	4526	4526	5025	What 's been the ruin of many a poor boy in New Orleans ?	2
4073	4527	4527	5026	What is habeas corpus ?	1
4074	4529	4529	5029	How many times has Harold Stassen announced a drive for the White House ?	5
4075	4530	4530	5030	What are bottle caps with presidents ' pictures inside worth ?	5
4076	4531	4531	5031	Where can I find the history of the Hungarian language ?	4
4077	4532	4532	5032	Why do USA fax machines not work in UK , NNP ?	1
4078	4533	4533	5034	Who tramped through Florida looking for the Fountain of Youth ?	3
4079	4534	4534	5036	What is the name of the song that Dracula plays on the organ ?	2
4080	4535	4535	5037	What two animals are specifically mentioned as being in Noah 's Ark ?	2
4081	4536	4536	5038	What is federal income tax ?	1
4082	4537	4537	5039	What was the name of the Confederate mounted guerrilla group with which Jesse James and Coleman Younger had ridden ?	3
4083	4538	4538	5040	What disease plagued Europe , Africa and Asia ?	2
4084	4539	4539	5041	What card game can feature dealer 's choice ?	2
4085	4542	4542	5044	How many feet more than 2 is the average height of the Great Wall of China ?	5
4086	4543	4543	5047	How long ago did the Anglican church part from the Vatican ?	5
4087	4544	4544	5048	How much did Lucy Van Pelt originally charge for psychiatric sessions ?	5
4088	4545	4545	5049	Who followed up his first two underwater thrillers with The Girl of the Sea of Cortez ?	3
4089	4546	4546	5050	When was the Parthenon built ?	5
4090	4547	4547	5051	What 1895 H.G. Wells novel was written under the title The Chronic Argonauts ?	2
4091	4548	4548	5052	What is a common dolphin ?	1
4092	4549	4549	5053	How is Answers.com funded ?	1
4093	4550	4550	5055	What U.S. state comes last in an alphabetical list ?	4
4094	4551	4551	5056	How many mountains have been named for Presidents in the continental USA ?	5
4095	4552	4552	5057	What are the unemployment statistics for the years 1965 and 1990 ?	5
4096	4553	4553	5058	What does BUD stand for ?	0
4097	4555	4555	5060	What is a society ruled by elders ?	3
4098	4556	4556	5061	What two presidents of the U.S. published books of poetry ?	3
4099	4557	4557	5062	Which of the Seven Dwarfs comes first alphabetically ?	3
4100	4558	4558	5063	What professional cricketer 's son wrote The War of the Worlds in 1898 ?	3
4101	4559	4559	5064	What condiment do the Dutch dip their French fries in ?	2
4102	4560	4560	5065	Which comic strip was never turned into a Broadway musical ?	2
4103	4561	4561	5066	In what war was the first submarine used ?	2
4104	4562	4562	5067	CPR is the abbreviation for what ?	0
