	og_sentence	label	aug_sentence
3814	How does a hydroelectric dam work ?	1	How does a dam that generates electricity from water flow operate?
3815	What is the oldest building in the United States ?	4	Which architectural structure is considered the oldest in the United States?
3816	What is the West Virginia state animal ?	2	What animal is designated as the official state animal of West Virginia?
3817	How many people died on South Carolina highways in 1998 ?	5	How many fatalities occurred on the highways of South Carolina in 1998?
3818	What was The Living Room War ?	1	"What was the term ""The Living Room War"" used to refer to?"
3819	What are some translations of the phrase `` Thank-you '' ?	2	"What are some possible translations of the expression ""Thank you"" into different languages?"
3820	What is President Nixon 's birthdate ?	5	When was President Nixon born?
3821	What was Suzy Parker doing to earn $1 , 000 in the early 1950 's ?	1	What was Suzy Parker doing to earn $1,000 in the early 1950s?
3822	How many people died in the Vietnam war ?	5	How many casualties occurred during the Vietnam War?
3823	What year did Montana become a state ?	5	In which year did Montana become a state?
3824	When was the USSR dissolved ?	5	When did the dissolution of the USSR take place?
3825	Why are there letters on the telephone ? Why are there no Q or Z ?	1	What is the reason for having letters on a telephone keypad? Why are there no Q or Z?
3826	Who did the Seven Mules block for ?	3	Who was the Seven Mules blocking for?
3827	What is the world 's largest distilling company ?	3	Which company holds the title for being the world's largest distilling company?
3828	What 's the name of the actress who starred in the movie , `` Silence of the Lambs '' ?	3	"What is the name of the actress who played the lead role in the movie ""Silence of the Lambs""?"
3829	Where is one 's corpus callosum found ?	4	Where is the corpus callosum located in the human body?
3830	Who did Napolean defeat at Jena and Auerstadt ?	3	Who were the opponents that Napoleon defeated in the battles of Jena and Auerstadt?
3831	What household products are there for adult acne ?	2	What are some household products designed for treating adult acne?
3832	What British prime minister and U.S. president were seventh cousins once-removed ?	3	Which British prime minister and U.S. president were distantly related as seventh cousins?
3833	What is the most expensive car in the world ?	2	Which car holds the title for being the most expensive in the world?
3834	What is an Angelus ?	1	"What does the term ""Angelus"" refer to?"
3835	How many objects orbit the Earth ?	5	How many objects are currently in orbit around the Earth?
3836	What was the tragedy that struck the city of Dogtown in 1899 ?	2	What tragic event occurred in the city of Dogtown in 1899?
3837	What 's the oldest capital city in the Americas ?	4	Which capital city in the Americas is considered the oldest?
3838	What Leon Uris novel dealt with the Russian capture of Berlin ?	2	Which novel by Leon Uris focuses on the Russian capture of Berlin?
3839	What is the location of Edinburgh , Scotland ?	4	Where is Edinburgh located in Scotland?
3840	How many muscles does the average adult use when going for a walk ?	5	When walking, how many muscles does the average adult typically use?
3841	What was the name of the Titanic 's captain ?	3	What was the captain's name on board the Titanic?
3842	Name of heroine in `` Scruples '' ?	3	"Who is the main female character in the book ""Scruples""?"
3843	How big is the Chappellet vineyard ?	5	What is the size of the Chappellet vineyard?
3844	Jackson Pollock was a native of what country ?	4	Which country was Jackson Pollock originally from?
3845	What makes sperm ?	1	What is the biological process responsible for producing sperm?
3846	How do I know how much money to save for retirement ?	1	How can I determine the appropriate amount of money to save for retirement?
3847	What does the dot on the letter i mean ?	1	"What is the significance of the dot on the letter ""i""?"
3848	Who wrote The Godfather ?	3	"Who is the author of the book ""The Godfather""?"
3849	What sport does Chris Jogis play ?	2	Which sport is Chris Jogis involved in?
3850	What is a fear of robbers ?	2	What is the term for a phobia of burglars or thieves?
3851	What Nevil Shute novel is about the doomed survivors of a nuclear war ?	2	Which novel by Nevil Shute focuses on the tragic fate of survivors following a nuclear war?
3852	What is the cause of endangered species ?	1	What factors contribute to the endangerment of species?
3853	Which of the following TV newsmen was a Rhodes scholar ?	3	Among the listed TV newsmen, which one was a recipient of the Rhodes scholarship?
3854	What did Warlock wear on his forehead in Marvel comics ?	2	In Marvel comics, what did the character Warlock typically wear on his forehead?
3855	How many islands does Fiji have ?	5	How many islands are part of the nation of Fiji?
3856	What line divided the North and South in the U.S. Civil War ?	2	What was the geographical boundary that separated the North and South during the U.S. Civil War?
3857	Who invented volleyball ?	3	Who is credited with the invention of the sport of volleyball?
3858	How do I do this ?	1	How can I accomplish this task?
3859	Name a ballet company Mikhail Baryshnikov has danced for ?	3	Can you name a ballet company where Mikhail Baryshnikov has performed as a dancer?
3860	Who led the Normans to victory in the Battle of Hastings ?	3	Who was the leader of the Normans during their victorious Battle of Hastings?
3861	What is the origin of the word `` Teddy bear '' ?	1	"What is the etymology or origin of the term ""Teddy bear""?"
3862	What percentage of the world 's plant and animal species can be found in the Amazon forests ?	5	Approximately what proportion of the world's plant and animal species are found within the Amazon forests?
3863	What nutrients are for healthy bones and teeth ?	2	Which nutrients are essential for promoting healthy bones and teeth?
3864	What are Fortune 500 companies ?	1	What defines companies listed in the Fortune 500?
3865	What is the difference between ninjitsu and kung fu ?	1	What distinguishes ninjitsu from kung fu?
3866	What king was forced to agree to the Magna Carta ?	3	Which king was compelled to agree to the terms of the Magna Carta?
3867	What were Babe Ruth 's Christian names ?	3	What were the given names of Babe Ruth?
3868	How many bottles of wine were prisoners in the Bastille allowed per day ?	5	How many bottles of wine were permitted per day for prisoners in the Bastille?
3869	Where do lobsters like to live ?	4	In which habitat do lobsters prefer to reside?
3870	Who was the first elected mayor of Washington , D.C. ?	3	Who served as the inaugural elected mayor of Washington, D.C.?
3871	What are the wolverine habits ?	2	What are the typical behaviors or characteristics of wolverines?
3872	How do you fix squeaky floors ?	1	What methods can be employed to resolve squeaky floors?
3873	When was the Big Thompson flood ?	5	During which period did the Big Thompson flood occur?
3874	What good are mosquitoes ?	1	What purpose or benefit do mosquitoes serve?
3875	How do you get bubblegum out of carpet ?	1	How can you remove bubblegum from a carpeted surface?
3876	What 's played at Wembley Stadium , London , every May ?	2	What event is traditionally held at Wembley Stadium in London every May?
3877	Who wrote the sci-fi trilogy Foundation , Foundation and Empire , and Second Foundation ?	3	Who is the author of the science fiction trilogy consisting of Foundation, Foundation and Empire, and Second Foundation?
3878	How many hours of work does it take a typist to complete a 100-page screenplay ?	5	How many working hours does a typist require to complete a screenplay spanning 100 pages?
3879	What is Alice Cooper 's real name ?	3	What is the birth name of the musician known as Alice Cooper?
3880	How many times does the tide ebb and flow each day ?	5	How frequently does the tide rise and fall in a single day?
3881	How does General Mills manufacture Cheerios ?	1	What is the manufacturing process employed by General Mills to produce Cheerios?
3882	Name the person who burst through the screen in the Lite beer commercials .	3	Identify the individual who famously appeared breaking through the screen in the Lite beer commercials.
3883	What after-dinner treat was invented in 1916 at the George Jung noodle factory in Los Angeles ?	2	What dessert was created in 1916 at the George Jung noodle factory in Los Angeles for consumption after a meal?
3884	What U.S. vice-president killed Alexander Hamilton in a duel ?	3	Which vice-president of the United States fatally wounded Alexander Hamilton in a duel?
3885	What 's the Fahrenheit equivalent of zero degrees centigrade ?	5	What is the Fahrenheit temperature equivalent to zero degrees Celsius?
3886	How many muscles does an oyster have ?	5	How many muscles does an oyster possess?
3887	Who wrote `` Much Ado About Nothing '' ?	3	"Who is the author of the play ""Much Ado About Nothing""?"
3888	What personality traits are Capricorns said to have ?	1	What character traits are commonly associated with individuals born under the zodiac sign of Capricorn?
3889	What was John F. Kennedy 's 1960 campaign song ?	2	Which song served as the campaign anthem for John F. Kennedy during his presidential campaign in 1960?
3890	What hymn did John Steinbeck get his title The Grapes of Wrath from ?	2	"From which hymn did John Steinbeck derive the title for his book ""The Grapes of Wrath""?"
3891	What invention does the principle of conservation of energy make impossible ?	2	Which invention is rendered impossible by the principle of conservation of energy?
3892	What 's the highest-ranking suit in bridge ?	2	What is the highest-ranked suit in the card game of bridge?
3893	Who won Oscars for her roles in Gone with the Wind and A Streetcar Named Desire ?	3	"Which actress won Academy Awards for her performances in ""Gone with the Wind"" and ""A Streetcar Named Desire""?"
3894	What writer is famous for physically putting himself into the center of his subject matter ?	3	Which writer is renowned for immersing himself physically in the subjects of his works?
3895	Who 's the lead singer of the Led Zeppelin band ?	3	Who is the lead vocalist of the band Led Zeppelin?
3896	In Dana 's `` Two Years Before the Mast , '' what seafarers lived in an abandoned oven on the beach at San Diego ?	3	"In Richard Henry Dana's book ""Two Years Before the Mast,"" which seafarers resided in an abandoned oven on the beach in San Diego?"
3897	Who plays the cop in the movie `` Kindergarten Cop '' ?	3	"Who portrays the police officer in the film ""Kindergarten Cop""?"
3898	How many characters makes up a word for typing test purposes ?	5	How many characters are included in a word for the purpose of typing tests?
3899	What non-mechanical sport achieves the highest speeds ?	2	Which non-mechanical sport achieves the highest speeds?
3900	What was the 1940 annual salary for a boilermaker ?	5	What was the annual salary for a boilermaker in 1940?
3901	What indoor sport saw the Phoenix Inferno become the Phoenix Pride on July 14 , 1983 , when the temperature hit 111 degrees ?	2	In which indoor sport did the Phoenix Inferno change their name to the Phoenix Pride due to high temperatures on July 14, 1983?
3902	What country saw the origin of the Asian Flu ?	4	Which country was the origin of the Asian Flu?
3903	Who is the richest woman in the world ?	3	Who is currently the wealthiest woman in the world?
3904	Where can I take a test that will tell me what I should be when I grow up ?	4	Where can I find a test that can guide me in choosing a career path?
3905	What caused the death of Bob Marley ?	1	What was the cause of Bob Marley's death?
3906	What 's Mrs. Bridges 's job on TV 's Upstairs , Downstairs ?	3	"What is Mrs. Bridges' occupation on the TV show ""Upstairs, Downstairs""?"
3907	What daily newspaper will `` help you see clearer across the USA '' ?	2	"Which daily newspaper claims to ""help you see clearer across the USA""?"
3908	What lake in Scotland is said to hold one or more monsters ?	4	Which Scottish lake is reputed to be the home of one or more mythical creatures?
3909	Who were the 1974 Oscar winners ?	3	Who were the winners of the 1974 Academy Awards?
3910	What kind of business is 7-Eleven ?	3	What type of company is 7-Eleven?
3911	What is Sinn Fein ?	1	What is the nature of Sinn Fein?
3912	What is the name of the rare neurological disease with symptoms such as : involuntary movements , tics , swearing , and incoherent vocalizations , grunts , shouts , etc. ?	2	What is the name of the rare neurological disorder characterized by involuntary movements, tics, and incoherent vocalizations?
3913	What do river otters eat ?	2	What is the diet of river otters?
3914	Who wrote the book , `` Huckleberry Finn '' ?	3	"Who is the author of the book ""Huckleberry Finn""?"
3915	What famed library can you reach by dialing 22-287-5 ?	4	Which well-known library can be accessed by dialing 22-287-5?
3916	What five-time winner of the Kentucky Derby lost his first 25 races ?	2	Which horse, a five-time Kentucky Derby winner, initially lost his first 25 races?
3917	What did Vasco da Gama discover ?	2	What did Vasco da Gama discover during his explorations?
3918	What is Megan 's law ?	1	What does Megan's Law entail?
3919	Where can I get a complete listing of showtimes in my area ?	4	Where can I find a comprehensive listing of showtimes in my local area?
3920	What is usenet for the Internet ?	1	What is the purpose of Usenet in the context of the Internet?
3921	What are field effect transistors ?	1	What are field effect transistors and their function?
3922	What was the killer whale who died at Sea World of a fungal infection named ?	2	What was the name of the killer whale that died at Sea World due to a fungal infection?
3923	What is witch hazel ?	1	What is the definition or nature of witch hazel?
3924	What is state tree of Nebraska ?	2	Which tree is designated as the state tree of Nebraska?
3925	Where is Glasgow ?	4	In which location can Glasgow be found?
3926	What three colors of ink are used to print a U.S. dollar bill ?	2	What are the three ink colors utilized for printing U.S. dollar bills?
3927	What exactly is the purpose of the anteater ?	1	What is the specific role or function of an anteater?
3928	What radio , TV and movie character did Jackie Gleason and William Bendix play ?	3	Which radio, TV, and movie characters were portrayed by Jackie Gleason and William Bendix?
3929	Where is it planned to berth the merchant ship , Lane Victory , which Merchant Marine veterans are converting into a floating museum ?	4	Where is the planned docking location for the merchant ship Lane Victory, which Merchant Marine veterans are converting into a floating museum?
3930	What does a pedometer measure ?	2	What is the purpose of a pedometer and what does it measure?
3931	Name the U.S. Senate majority leader and the Speaker of the House .	3	Can you identify the individuals holding the positions of U.S. Senate majority leader and Speaker of the House?
3932	What name did football 's New York Titans adopt in 1963 ?	3	Which name did the New York Titans football team adopt in 1963?
3933	Who owns CNN ?	3	Who is the current owner of CNN?
3934	About how many Americans are still unaccounted for from the Vietnam war ?	5	Approximately how many Americans are still unaccounted for from the Vietnam War?
3935	What is the chemical reactivity of neon ?	5	How would you describe the chemical reactivity of neon?
3936	What is an auto-commentary ?	1	What is the definition or concept of an auto-commentary?
3937	What is deconstructionism ?	1	What is the meaning or philosophy behind deconstructionism?
3938	What newspaper returned a Pulitzer Prize for the fraudulent story Jimmy 's World ?	2	Which newspaper returned a Pulitzer Prize due to a fraudulent story known as Jimmy's World?
3939	What is a fear of speaking ?	2	What is the term for a fear of public speaking?
3940	What was Hitler 's favorite movie ?	2	Which movie was particularly favored by Hitler?
3941	Why do airliners crash vs. gliding down ?	1	What is the reason behind the difference in outcomes between airplane crashes and gliding landings?
3942	What are those little blue reflectors in the middle of the road for ?	1	What is the purpose of the small blue reflectors positioned in the middle of the road?
3943	What member of The Little Rascals has an on-again , off-again sweetheart in Darla Hood ?	3	In The Little Rascals, which character has an intermittent romantic relationship with Darla Hood?
3944	How is saline used in medicine ?	1	How is saline solution utilized in the field of medicine?
3945	What is the name of the ` female ' counterpart to El Nino , which results in cooling temperatures and very dry weather ?	2	What is the name given to the female counterpart of El Nino, which leads to cooler temperatures and dry weather conditions?
3946	What incident of 1933 did the German Nazis use to justify emergency decrees , imprisoning opponents and vesting more power in themselves ?	2	Which event in 1933 was exploited by the German Nazis to justify emergency decrees, imprisonment of opponents, and the consolidation of power?
3947	What attorney-general ordered the closing of Alcatraz ?	3	Which attorney-general issued the order to shut down Alcatraz?
3948	What is the capital of Congo ?	4	What is the capital city of the Republic of Congo?
3949	What is a country that starts with the letter x ?	4	Can you name a country beginning with the letter 'X'?
3950	What countries earn the most from tourism ?	4	Which nations generate the highest revenue from tourism?
3951	What is the Internet2 ?	1	What does Internet2 refer to?
3952	Which city in China has the largest number of foreign financial companies ?	4	In China, which city hosts the largest concentration of foreign financial firms?
3953	When are the Oscars Academy Awards in 1999 ?	5	When did the 1999 Oscars Academy Awards take place?
3954	Who was the prophet of the Jewish people ?	3	Who is considered the prophet of the Jewish people?
3955	What common plant has a button , cap , cup , gills , and ring ?	2	What familiar plant exhibits characteristics such as a button, cap, cup, gills, and ring?
3956	When was Dubai 's first concrete house built ?	5	During which year was Dubai's first concrete house constructed?
3957	What is the Milky Way ?	1	How would you define the Milky Way?
3958	What is Remembrance Day all about ?	1	What is the significance of Remembrance Day?
3959	What food did Marco Polo introduce into Italy from the court of Kubla Khan ?	2	Which food did Marco Polo introduce to Italy from the court of Kubla Khan?
3960	What diamond producer controls about 80% of the world 's diamonds ?	3	Which company dominates approximately 80% of the global diamond market?
3961	Who is the prophet of the religion of Islam ?	3	Who is recognized as the prophet within the Islamic faith?
3962	Who portrayed Maggio in the film From Here to Eternity ?	3	Who played the character of Maggio in the movie From Here to Eternity?
3963	Where are zebras most likely found ?	4	In which regions are zebras predominantly found?
3964	What is the best place to live in the world , considering climate , civilization ?	4	Considering factors such as climate and civilization, where is the ideal place to reside in the world?
3965	What is meant by `` capital market '' ?	1	"What does the term ""capital market"" refer to?"
3966	In My Antonia , how is Mr. Shimerda out of place on the farm ?	1	In the novel My Antonia, how does Mr. Shimerda feel out of place on the farm?
3967	What ship did Lloyd M. Bucher command ?	2	Which vessel did Lloyd M. Bucher command?
3968	Name a medicine commonly used to combat AIDS ?	2	Can you name a commonly used medication to combat AIDS?
3969	What is the difference between love and infatuation ?	1	How do love and infatuation differ from each other?
3970	Name the cartoon genie conjured by the magic ring shared by Nancy and Chuck .	3	Can you identify the animated genie that appears when Nancy and Chuck use their shared magic ring?
3971	What foods contain vitamin B12 ?	2	Which food sources contain vitamin B12?
3972	What is the amount of money owed for illegally having a dog on a beach ?	5	What is the fine for having a dog on a beach in violation of the rules?
3973	What are the first and last letters of the Greek alphabet ?	2	What are the first and last characters of the Greek alphabet?
3974	What is the web address at which I can find the e-mail address of a member of the US House of Representatives ?	4	What is the website where I can find the email address of a specific member of the US House of Representatives?
3975	How big is the largest diamond ?	5	How large is the largest diamond ever discovered?
3976	What are some ways to help someone with Chicken Pox ?	2	What are some methods to assist someone with Chicken Pox?
3977	How do I find out the exact time of a sunset for a particular day ?	1	How can I determine the precise time of sunset for a specific day?
3978	When did the original Howdy Doody show go off the air ?	5	When did the original broadcast of the Howdy Doody show come to an end?
3979	Who was Picasso ?	3	Who was the renowned artist known as Picasso?
3980	Who were the only two bald U.S. Presidents ?	3	Can you identify the only two U.S. Presidents who were bald?
3981	Which member of Charlie 's Angels sang vocals for Josie and the Pussycats ?	3	Who among the members of Charlie's Angels provided vocals for Josie and the Pussycats?
3982	What river flows past the Temple of Karnak ?	4	Which river passes by the Temple of Karnak?
3983	What are the benefits of a rowing machine ?	1	What advantages does a rowing machine offer?
3984	What is the Islamic counterpart to the Red Cross ?	2	What organization in the Islamic world is equivalent to the Red Cross?
3985	Why does tuberculosis afflict people ?	1	What causes tuberculosis to affect individuals?
3986	What is tyvek ?	1	What is the material known as tyvek?
3987	What do humans catch zoonose diseases from ?	2	From what source do humans contract zoonotic diseases?
3988	How did Asia get its name ?	1	"What is the origin of the name ""Asia""?"
3989	What was the name of the U.S. Navy gunboat in the film The Sand Pebbles ?	2	In the film The Sand Pebbles, what was the name of the U.S. Navy gunboat?
3990	Where can I get information on the original 13 US colonies ?	4	Where can I find information regarding the original 13 colonies of the United States?
3991	For what disease is the drug Sinemet used as a treatment ?	2	What is the purpose of using the drug Sinemet in treating which specific disease?
3992	What are three ways in which wind is created on the earth ?	2	What are three mechanisms by which wind is generated on Earth?
3993	What gender is not allowed to vote in Kuwait ?	2	In Kuwait, which gender is not permitted to participate in voting?
3994	How many inches over six feet is Tom Selleck ?	5	By how many inches does Tom Selleck exceed six feet in height?
3995	What is the name of the disease that actress Hunter Tylo 's baby girl has ?	2	What is the name of the illness afflicting Hunter Tylo's baby girl?
3996	Who 's the only president buried in Washington	3	Among all presidents, who is the only one laid to rest in Washington?
3997	How much could you rent a Volkswagen bug for in 1966 ?	5	What was the rental cost for a Volkswagen bug in 1966?
3998	Whose singing voice was dubbed in for Natalie Wood in West Side Story and Audrey Hepburn in My Fair Lady ?	3	Whose voice was utilized to replace the singing of Natalie Wood in West Side Story and Audrey Hepburn in My Fair Lady?
3999	What is the mean income of the top 10% , top 5% , and top 1% ?	5	What are the average incomes for the top 10%, top 5%, and top 1% of earners?
4000	What North American city sprouts the most parking meters ?	4	Which city in North America has the highest number of parking meters?
4001	What is the largest and most expensive freeway construction project in the U.S. right now ?	4	Currently, what is the most extensive and costly freeway construction project in the United States?
4002	Where did Gulliver find a race of tiny people ?	4	In what location did Gulliver encounter a race of miniature individuals?
4003	How much do tuberculosis combatting drugs cost ?	5	What is the price of drugs used to combat tuberculosis?
4004	President Bush compared Saddam Hussein to whom ?	3	Whom did President Bush compare Saddam Hussein to?
4005	What 's the name of Pittsburgh 's baseball team ?	3	What is the name of the baseball team in Pittsburgh?
4006	Who created the character James Bond ?	3	Who is the creator of the character James Bond?
4007	What type of exercise burns the most calories ?	2	Which type of exercise results in the highest calorie burn?
4008	What is `` the only cigarette made with no leftovers '' ?	1	"What brand of cigarettes is advertised as ""the only one without any remaining parts""?"
4009	Where did the Japanese Imperial Forces surrender to end WWII ?	4	To conclude World War II, where did the Japanese Imperial Forces surrender?
4010	What is Mikhail Gorbachev 's middle initial ?	0	What is the middle initial of Mikhail Gorbachev?
4011	What British general surrendered to the colonial army at Saratoga ?	3	Which British general surrendered to the colonial army during the Battle of Saratoga?
4012	How can people from Ireland come to the U.S. , work , and then return to Ireland ?	1	How can individuals from Ireland come to the United States for work and then return to Ireland?
4013	What is the history of Buffalo chicken wings ?	1	What is the origin and background of Buffalo chicken wings?
4014	What is humidity ?	1	How would you define humidity?
4015	What kind of creatures are black , yellow , and brown bullheads ?	2	What type of creatures are black, yellow, and brown bullheads?
4016	What city would you be in if you were feeding the pigeons in the Piazza San Marco ?	4	If you were feeding pigeons in the Piazza San Marco, which city would you be in?
4017	What is the name of the planet that the Ewoks live on ?	4	On what planet do the Ewoks reside?
4018	What is the chemical formula for napalm ?	2	What is the chemical formula for napalm?
4019	What is `` Chicago Hope '' ?	1	"What is the television show ""Chicago Hope"" about?"
4020	How many members of a family could be drafted in the U.S. military during World War II ?	5	During World War II, how many family members could be conscripted into the U.S. military?
4021	Who wrote the song , `` Silent Night '' ?	3	"What is the name of the songwriter behind the famous Christmas carol, ""Silent Night""?"
4022	What company is the largest Japanese ship builder ?	3	Which Japanese shipbuilding company is the largest in terms of size?
4023	What is the average date when most malls begin putting up Christmas holiday decorations ?	5	On average, when do most shopping malls start decorating for the Christmas holiday?
4024	How many characters are in the Chinese alphabet ?	5	How many characters are there in the Chinese alphabet?
4025	Who wrote The Collector ?	3	"Who is the author of the book ""The Collector""?"
4026	Which major diamond producer is based in South Africa ?	3	Which major diamond producer is headquartered in South Africa?
4027	Who was Samuel Johnsons 's friend and biographer ?	3	Who was the friend and biographer of Samuel Johnson?
4028	What are the Cleveland Indians also called ?	2	What other name is used to refer to the Cleveland Indians?
4029	What commodity 's shortage was the largest single factor in keeping North American cars off the roads during World War II ?	2	During World War II, what was the primary factor causing a shortage of which commodity, resulting in fewer North American cars on the roads?
4030	Who wrote the bestselling Missionary Travels and Researches in South Africa , published in 1857 ?	3	"In 1857, who authored the popular book ""Missionary Travels and Researches in South Africa""?"
4031	What is the gestation period for human pregnancies ?	5	What is the duration of human pregnancies?
4032	Where did the name Daniel originate ?	4	From where does the name Daniel have its origins?
4033	What are common methods used to regulate monopolies ?	2	What are some common approaches to controlling monopolies?
4034	What category does the color pink denote in the Trivial Pursuit Baby Boomer Edition ?	1	In the Trivial Pursuit Baby Boomer Edition, what does the color pink represent?
4035	How long does the average domesticated ferret live ?	5	What is the average lifespan of a domesticated ferret?
4036	Name the Islamic counterpart to the Red Cross .	2	What organization within Islam is comparable to the Red Cross?
4037	What are the historical trials following World War II called ?	2	What is the collective term for the trials held after World War II?
4038	What states do not have state income tax ?	4	Which states do not impose a state income tax?
4039	What city has the two steepest streets in the U.S. ?	4	Which city in the United States is home to the two steepest streets?
4040	What is Margaret Thatcher known for ?	1	For what is Margaret Thatcher famous?
4041	Name the country of giants twelve times the size of man in `` Gulliver 's Travels . ''	4	"Identify the country in ""Gulliver's Travels"" where giants are twelve times larger than humans."
4042	What 's men 's par on a 455-yard golf hole ?	5	What is the par score for men on a 455-yard golf hole?
4043	What four elements make up 90 percent of the human body ?	2	Which four elements constitute 90 percent of the human body?
4044	How many countries are there ?	5	What is the total count of countries in existence?
4045	Where does most of the marijuana entering the United States come from ?	4	From which primary source does the majority of marijuana entering the United States originate?
4046	Stuart Hamblen is considered to be the first singing cowboy of which medium ?	2	In which medium is Stuart Hamblen recognized as the first singing cowboy?
4047	What is Steve Rogers 's profession when he 's not Captain America ?	3	When Steve Rogers is not Captain America, what is his profession?
4048	Who are the top 10 richest people in the world ?	3	Who are the ten wealthiest individuals in the world?
4049	How do I contact Answers.com direct ?	1	How can I directly contact Answers.com?
4050	What causes a person to have constantly sweaty hands and feet ?	1	What is the cause of persistent excessive sweating in the hands and feet?
4051	What happened to Answers.com ?	1	What occurred with Answers.com?
4052	What ethnic group introduced the idea of potlatch ?	3	Which ethnic group introduced the concept of potlatch?
4053	What is a person 's socioeconomic position ?	1	How would you define a person's socioeconomic status?
4054	What do you say to a friend who ignores you for other friends ?	1	What can you say to a friend who disregards you in favor of other friends?
4055	How many yards are in 1 mile ?	5	How many yards are equivalent to one mile?
4056	What does R.E.M. stand for , as in the rock group R.E.M. ?	0	What is the full expansion of R.E.M. in relation to the rock band R.E.M.?
4057	What Cruise Line does Kathie Lee Gifford advertise for ?	3	Which Cruise Line is promoted by Kathie Lee Gifford?
4058	What does the name Jenna mean ?	1	What is the meaning behind the name Jenna?
4059	Why do girls have to wear training bras ?	1	What is the reason for girls needing to wear training bras?
4060	When was the first successful heart transplant for a human ?	5	During which period did the first successful human heart transplant occur?
4061	How did Edith Bunker die ?	1	What was the cause of Edith Bunker's death?
4062	What country boasts Cawdor Castle , Glamis Castle , and Blair Castle ?	4	Which country is home to Cawdor Castle, Glamis Castle, and Blair Castle?
4063	What does pH stand for ?	0	What is the abbreviation pH referring to?
4064	What country is Mount Everest in ?	4	In which country is Mount Everest located?
4065	Which country is the largest country in Latin America ?	4	Which Latin American country holds the title of being the largest?
4066	What are geckos ?	1	How would you define geckos?
4067	What is the name of a book written by Aaron Hass ?	2	What is the title of a book authored by Aaron Hass?
4068	What is cosmology ?	1	What is the field of study known as cosmology?
4069	What female faith healer wrote the inspirational book I Believe in Miracles ?	3	"Which female faith healer authored the motivational book ""I Believe in Miracles""?"
4070	Who was Jinnah ?	3	What is the identity or significance of Jinnah?
4071	Where did King Francis I hang the `` Mona Lisa '' when he owned it ?	4	"During King Francis I's ownership, where was the ""Mona Lisa"" displayed?"
4072	What 's been the ruin of many a poor boy in New Orleans ?	2	What has been the downfall of many impoverished boys in New Orleans?
4073	What is habeas corpus ?	1	How would you define habeas corpus?
4074	How many times has Harold Stassen announced a drive for the White House ?	5	How frequently has Harold Stassen launched campaigns for the White House?
4075	What are bottle caps with presidents ' pictures inside worth ?	5	What is the value of bottle caps containing pictures of presidents?
4076	Where can I find the history of the Hungarian language ?	4	Where can I access the history of the Hungarian language?
4077	Why do USA fax machines not work in UK , NNP ?	1	Why do fax machines from the USA not function in the UK, specifically NNP?
4078	Who tramped through Florida looking for the Fountain of Youth ?	3	Who extensively explored Florida in search of the Fountain of Youth?
4079	What is the name of the song that Dracula plays on the organ ?	2	What is the title of the song that Dracula performs on the organ?
4080	What two animals are specifically mentioned as being in Noah 's Ark ?	2	Which two animals are specifically mentioned as inhabitants of Noah's Ark?
4081	What is federal income tax ?	1	"What does the term ""federal income tax"" refer to?"
4082	What was the name of the Confederate mounted guerrilla group with which Jesse James and Coleman Younger had ridden ?	3	What was the name of the Confederate guerrilla group that Jesse James and Coleman Younger rode with?
4083	What disease plagued Europe , Africa and Asia ?	2	Which disease afflicted Europe, Africa, and Asia?
4084	What card game can feature dealer 's choice ?	2	Which card game allows the dealer to choose the game variation?
4085	How many feet more than 2 is the average height of the Great Wall of China ?	5	How many additional feet, beyond 2, is the average height of the Great Wall of China?
4086	How long ago did the Anglican church part from the Vatican ?	5	How long ago did the Anglican church separate from the Vatican?
4087	How much did Lucy Van Pelt originally charge for psychiatric sessions ?	5	What was the original fee charged by Lucy Van Pelt for psychiatric sessions?
4088	Who followed up his first two underwater thrillers with The Girl of the Sea of Cortez ?	3	Who authored The Girl of the Sea of Cortez as a follow-up to his initial two underwater thrillers?
4089	When was the Parthenon built ?	5	During which period was the Parthenon constructed?
4090	What 1895 H.G. Wells novel was written under the title The Chronic Argonauts ?	2	Under what title was H.G. Wells' 1895 novel originally written, known as The Chronic Argonauts?
4091	What is a common dolphin ?	1	How would you define a common dolphin?
4092	How is Answers.com funded ?	1	What is the source of funding for Answers.com?
4093	What U.S. state comes last in an alphabetical list ?	4	Which U.S. state appears last in an alphabetical list?
4094	How many mountains have been named for Presidents in the continental USA ?	5	How many mountains in the continental USA have been named after Presidents?
4095	What are the unemployment statistics for the years 1965 and 1990 ?	5	What are the unemployment figures for the years 1965 and 1990?
4096	What does BUD stand for ?	0	What is the full expansion of the acronym BUD?
4097	What is a society ruled by elders ?	3	How would you describe a society governed by elders?
4098	What two presidents of the U.S. published books of poetry ?	3	Which two U.S. presidents have authored books of poetry?
4099	Which of the Seven Dwarfs comes first alphabetically ?	3	Among the Seven Dwarfs, which character comes first in alphabetical order?
4100	What professional cricketer 's son wrote The War of the Worlds in 1898 ?	3	Which professional cricketer's son authored The War of the Worlds in 1898?
4101	What condiment do the Dutch dip their French fries in ?	2	What is the preferred condiment for dipping French fries in the Netherlands?
4102	Which comic strip was never turned into a Broadway musical ?	2	Which comic strip has never been adapted into a Broadway musical?
4103	In what war was the first submarine used ?	2	During which war was the first submarine utilized?
4104	CPR is the abbreviation for what ?	0	What does the abbreviation CPR stand for?
4105	How many inches apart are adjacent pins in tenpin bowling ?	5	What is the distance between adjacent pins in tenpin bowling, measured in inches?
