	og_sentence	label	aug_sentence
6619	an older cad instructs a younger lad in zen and the art of getting laid in this prickly indie comedy of manners and misanthropy .	1	A sharp indie comedy that navigates the complexities of relationships and personal growth, as an older mentor guides a younger man in the art of both zen and romantic conquest.
6620	with amazing finesse , the film shadows heidi 's trip back to vietnam and the city where her mother , mai thi kim , still lives .	1	The film skillfully follows Heidi's journey back to Vietnam, where her mother still resides, capturing the intricacies with remarkable finesse.
6621	an occasionally interesting but mostly repetitive look at a slice of counterculture that might be best forgotten .	0	A sporadically interesting but mostly repetitive exploration of a forgotten segment of counterculture.
6622	it 's an 88-minute highlight reel that 's 86 minutes too long .	0	It's an 88-minute compilation of highlights that overstays its welcome by 86 minutes.
6623	-lrb- jeff 's -rrb- gorgeous , fluid compositions , underlined by neil finn and edmund mcwilliams 's melancholy music , are charged with metaphor , but rarely easy , obvious or self-indulgent .	1	Jeff's visually stunning and fluid compositions, accompanied by melancholic music, are filled with metaphor that avoids being simplistic, obvious, or self-indulgent.
6624	it 's a smart , solid , kinetically-charged spy flick worthy of a couple hours of summertime and a bucket of popcorn .	1	A clever and energetically charged spy thriller that is worthy of a few hours of summertime entertainment and a bucket of popcorn.
6625	the film is predictable in the reassuring manner of a beautifully sung holiday carol .	1	The film unfolds predictably, offering the comforting familiarity of a beautifully performed holiday carol.
6626	the heat of the moment prevails .	1	The intensity of the moment prevails, capturing the essence of the situation.
6627	a beautifully tooled action thriller about love and terrorism in korea .	1	A beautifully crafted action thriller that explores the themes of love and terrorism in Korea.
6628	return to never land is much more p.c. than the original version -lrb- no more racist portraits of indians , for instance -rrb- , but the excitement is missing .	0	Return to Never Land demonstrates greater political correctness compared to the original version, removing racist portrayals, but lacks the excitement of its predecessor.
6629	the only thing `` swept away '' is the one hour and thirty-three minutes spent watching this waste of time .	0	"The film ""Swept Away"" is a complete waste of time, as the only thing it manages to sweep away is an hour and thirty-three minutes of your life."
6630	the banter between calvin and his fellow barbers feels like a streetwise mclaughlin group ... and never fails to entertain .	1	"The lively exchange between Calvin and his fellow barbers resembles a street-smart version of ""The McLaughlin Group,"" consistently entertaining the audience."
6631	while the importance of being earnest offers opportunities for occasional smiles and chuckles , it does n't give us a reason to be in the theater beyond wilde 's wit and the actors ' performances .	0	"""The Importance of Being Earnest"" delivers occasional smiles and chuckles, relying on Wilde's wit and the actors' performances rather than providing a compelling reason to be in the theater."
6632	contrived , awkward and filled with unintended laughs , the film shows signs that someone other than the director got into the editing room and tried to improve things by making the movie go faster .	0	The film feels forced, awkward, and unintentionally humorous, suggesting that someone other than the director interfered in the editing process to speed up the movie and improve it, albeit unsuccessfully.
6633	broomfield reminds us that beneath the hype , the celebrity , the high life , the conspiracies and the mystery there were once a couple of bright young men -- promising , talented , charismatic and tragically doomed .	1	Broomfield skillfully reminds us that behind the glitz, fame, luxury, conspiracies, and enigma, there were once two promising, talented, charismatic, and tragically doomed young men.
6634	offers a persuasive look at a defeated but defiant nation in flux .	1	The film convincingly captures the struggles and resilience of a defeated yet defiant nation undergoing significant changes.
6635	muccino seems to be exploring the idea of why human beings long for what they do n't have , and how this gets us in trouble .	1	Muccino explores the concept of human longing for what is unattainable and how it often leads to trouble.
6636	this picture is mostly a lump of run-of-the-mill profanity sprinkled with a few remarks so geared toward engendering audience sympathy that you might think he was running for office -- or trying to win over a probation officer .	0	This film predominantly relies on ordinary profanity, occasionally interspersed with manipulative remarks intended to elicit audience sympathy, resembling a political campaign or an attempt to impress a probation officer.
6637	my wife is an actress has its moments in looking at the comic effects of jealousy .	1	"""My Wife Is an Actress"" has its moments as it humorously explores the effects of jealousy."
6638	a riveting documentary .	1	A captivating documentary that holds viewers' attention.
6639	while i ca n't say it 's on par with the first one , stuart little 2 is a light , fun cheese puff of a movie .	1	"While it may not reach the same level as its predecessor, ""Stuart Little 2"" is a light and enjoyable movie, akin to a fluffy cheese puff."
6640	so boring that even its target audience talked all the way through it .	0	The film was so dull that even its intended audience couldn't resist talking throughout the entire screening.
6641	sad to say -- it accurately reflects the rage and alienation that fuels the self-destructiveness of many young people .	1	Unfortunately, it accurately depicts the anger and isolation that drive the self-destructive behavior of many young individuals.
6642	it 's neither as sappy as big daddy nor as anarchic as happy gilmore or the waterboy , but it has its moments .	1	"It doesn't veer into the sentimentality of ""Big Daddy"" nor the anarchy of ""Happy Gilmore"" or ""The Waterboy,"" but it does have its moments."
6643	great character interaction .	1	The interaction between the characters is excellent.
6644	louiso lets the movie dawdle in classic disaffected-indie-film mode , and brother hoffman 's script stumbles over a late-inning twist that just does n't make sense .	0	Louiso allows the film to meander in the classic style of disaffected indie films, and Hoffman's script falters with a confusing twist towards the end.
6645	even bigger and more ambitious than the first installment , spy kids 2 looks as if it were made by a highly gifted 12-year-old instead of a grown man .	0	"""Spy Kids 2"" is even more grandiose and ambitious than the first movie, yet it gives the impression of being crafted by a highly talented 12-year-old rather than an adult filmmaker."
6646	a meatier deeper beginning and\/or ending would have easily tipped this film into the `` a '' range , as is , it 's a very very strong `` b + . ''	1	"With a meatier and more profound beginning and/or ending, this film could have easily achieved an ""A"" grade. As it stands, it's a very strong ""B+."""
6647	funny in a sick , twisted sort of way .	1	It possesses a dark and twisted sense of humor that some may find amusing.
6648	trapped wo n't score points for political correctness , but it may cause parents a few sleepless hours -- a sign of its effectiveness .	1	"""Trapped"" won't earn points for being politically correct, but it might keep parents awake with its impactful storytelling."
6649	nicks refuses to let slackers be seen as just another teen movie , which means he can be forgiven for frequently pandering to fans of the gross-out comedy .	1	Nicks refuses to treat slackers as just another clichéd teen movie, although he occasionally panders to fans of crude humor.
6650	but though he only scratches the surface , at least he provides a strong itch to explore more .	1	Although the filmmaker only scratches the surface, they at least ignite a strong curiosity to delve deeper.
6651	there are few things more frustrating to a film buff than seeing an otherwise good movie marred beyond redemption by a disastrous ending .	0	It's incredibly frustrating for film enthusiasts when an otherwise good movie is irreparably marred by a disastrous ending.
6652	the film lapses too often into sugary sentiment and withholds delivery on the pell-mell pyrotechnics its punchy style promises .	0	The film often veers into overly sentimental territory and fails to deliver the frenzied excitement promised by its energetic style.
6653	birthday girl walks a tricky tightrope between being wickedly funny and just plain wicked .	1	"""Birthday Girl"" walks a delicate tightrope between being wickedly funny and simply wicked."
6654	potty-mouthed enough for pg-13 , yet not as hilariously raunchy as south park , this strangely schizo cartoon seems suited neither to kids or adults .	0	"With enough profanity to warrant a PG-13 rating, yet lacking the hilariously raunchy humor of ""South Park,"" this strangely contradictory cartoon doesn't quite fit either for kids or adults."
6655	does n't add up to much .	0	It doesn't amount to much in terms of substance or significance.
6656	while it is welcome to see a chinese film depict a homosexual relationship in a mature and frank fashion , lan yu never catches dramatic fire .	0	"While it is commendable to see a Chinese film portraying a mature and honest depiction of a homosexual relationship, ""Lan Yu"" fails to ignite any dramatic intensity."
6657	the movie is silly beyond comprehension , and even if it were n't silly , it would still be beyond comprehension .	0	The movie is so absurdly nonsensical that even if it weren't absurd, it would still be incomprehensible.
6658	despite its flaws , crazy as hell marks an encouraging new direction for la salle .	1	"Despite its flaws, ""Crazy as Hell"" represents a promising new direction for La Salle."
6659	this film is too busy hitting all of its assigned marks to take on any life of its own .	0	This film is too preoccupied with checking off its predetermined checklist to develop a life of its own.
6660	one of the most plain , unimaginative romantic comedies i 've ever seen .	0	It's one of the most ordinary and unimaginative romantic comedies I've ever witnessed.
6661	it 's tough to watch , but it 's a fantastic movie .	1	Although it's challenging to watch, it's an exceptional film.
6662	the movie is well crafted , and well executed .	1	The movie is skillfully crafted and executed.
6663	it all comes down to whether you can tolerate leon barlow .	0	Everything boils down to whether you can tolerate Leon Barlow.
6664	90 punitive minutes of eardrum-dicing gunplay , screeching-metal smashups , and flaccid odd-couple sniping .	0	It's 90 punishing minutes filled with ear-splitting gunfights, screeching crashes, and weak banter between an incompatible duo.
6665	moore provides an invaluable service by sparking debate and encouraging thought .	1	Moore performs a valuable service by sparking debate and promoting critical thinking.
6666	a big fat pain .	0	It's an enormous annoyance.
6667	this is a movie filled with unlikable , spiteful idiots ; whether or not their friendship is salvaged makes no difference in the least .	0	This movie is populated by unlikable, spiteful individuals; whether their friendship is restored or not is inconsequential.
6668	as giddy and whimsical and relevant today as it was 270 years ago .	1	It remains just as joyful, whimsical, and relevant today as it was 270 years ago.
6669	while some will object to the idea of a vietnam picture with such a rah-rah , patriotic tone , soldiers ultimately achieves its main strategic objective : dramatizing the human cost of the conflict that came to define a generation .	0	"While some may object to the idea of a Vietnam film with a cheerleading, patriotic tone, ""Soldiers"" ultimately achieves its primary objective: portraying the human toll of a conflict that defined a generation."
6670	it 's a pedestrian , flat drama that screams out ` amateur ' in almost every frame .	0	It's an average and uninspired drama that clearly exhibits amateurish qualities throughout the entire film.
6671	hip-hop rarely comes alive as its own fire-breathing entity in this picture .	0	This film fails to capture the true essence and energy of hip-hop as a vibrant and powerful force.
6672	parts seem like they were lifted from terry gilliam 's subconscious , pressed through kafka 's meat grinder and into buñuel 's casings	1	Certain parts of the movie feel as though they were extracted from Terry Gilliam's subconscious, blended with Kafka's surrealism, and presented in the style of Buñuel.
6673	it uses some of the figures from the real-life story to portray themselves in the film .	1	The film incorporates real-life figures from the story to portray themselves on screen.
6674	for casual moviegoers who stumble into rules expecting a slice of american pie hijinks starring the kid from dawson 's creek , they 'll probably run out screaming .	0	"Casual moviegoers who mistakenly expect a lighthearted and comedic experience similar to ""American Pie,"" starring the actor from ""Dawson's Creek,"" will likely be disappointed and may even leave the theater in distress."
6675	it could have been something special , but two things drag it down to mediocrity -- director clare peploe 's misunderstanding of marivaux 's rhythms , and mira sorvino 's limitations as a classical actress .	0	It had the potential to be something exceptional, but two factors prevent it from achieving greatness: director Clare Peploe's misunderstanding of Marivaux's style and Mira Sorvino's limitations as a classical actress.
6676	affable if not timeless , like mike raises some worthwhile themes while delivering a wholesome fantasy for kids .	1	"While not groundbreaking, ""Like Mike"" raises meaningful themes and offers a wholesome fantasy for children."
6677	slap her - she 's not funny !	0	"""Slap Her - She's Not Funny!"" fails to deliver humor."
6678	everything 's serious , poetic , earnest and -- sadly -- dull .	0	The film takes itself too seriously, attempting to be poetic and profound but unfortunately ends up being dull.
6679	see clockstoppers if you have nothing better to do with 94 minutes .	0	"If you have nothing better to do with 94 minutes, you can watch ""Clockstoppers."""
6680	if you 're not fans of the adventues of steve and terri , you should avoid this like the dreaded king brown snake .	0	If you're not a fan of Steve and Terri's adventures, it's best to avoid this film entirely, just like you would avoid encountering a dreaded king brown snake.
6681	a psychic journey deep into the very fabric of iranian ... life .	1	This film takes us on a psychic journey deep into the heart of Iranian life, exploring its very essence.
6682	an incredibly thoughtful , deeply meditative picture that neatly and effectively captures the debilitating grief felt in the immediate aftermath of the terrorist attacks .	1	A remarkably introspective and contemplative film that powerfully captures the overwhelming grief experienced in the immediate aftermath of the terrorist attacks.
6683	love liza is a festival film that would have been better off staying on the festival circuit .	0	"""Love Liza"" is a film primarily suited for festivals and would have been better off remaining within the festival circuit."
6684	this is an extraordinary film , not least because it is japanese and yet feels universal .	1	This film is truly exceptional, particularly because it manages to be both distinctly Japanese and yet resonates universally.
6685	gaghan ... has thrown every suspenseful cliché in the book at this nonsensical story .	0	Gaghan, the filmmaker, has incorporated every suspenseful cliché imaginable into this nonsensical story.
6686	deuces wild is an encyclopedia of cliches that shoplifts shamelessly from farewell-to-innocence movies like the wanderers and a bronx tale without cribbing any of their intelligence .	0	"""Deuces Wild"" shamelessly borrows clichés from coming-of-age movies like ""The Wanderers"" and ""A Bronx Tale"" without capturing their intelligence."
6687	it 's still terrible !	0	Unfortunately, it remains a terrible film even now.
6688	it 's in the action scenes that things fall apart .	0	The action scenes are where the film starts to crumble and lose its impact.
6689	if ayurveda can help us return to a sane regimen of eating , sleeping and stress-reducing contemplation , it is clearly a good thing .	1	If Ayurveda can guide us back to a balanced lifestyle encompassing healthy eating, proper sleep, and stress reduction, then it is undoubtedly a positive and beneficial practice.
6690	will certainly appeal to asian cult cinema fans and asiaphiles interested to see what all the fuss is about .	1	This film will surely captivate fans of Asian cult cinema and those interested in Asian culture who want to understand the buzz surrounding it.
6691	they 're just a couple of cops in copmovieland , these two , but in narc , they find new routes through a familiar neighborhood .	1	"In ""Narc,"" these two characters may seem like typical cops in a cop movie, but they navigate through familiar territory with fresh and innovative approaches."
6692	while dutifully pulling on heartstrings , directors dean deblois and chris sanders valiantly keep punching up the mix .	1	While tugging at your heartstrings, directors Dean DeBlois and Chris Sanders bravely inject energy and excitement into the mix.
6693	davis is funny , charming and quirky in her feature film acting debut as amy .	1	In her feature film debut as Amy, Davis delivers a funny, charming, and quirky performance.
6694	heartwarming and gently comic even as the film breaks your heart .	1	Despite breaking your heart, this film manages to be heartwarming and gently comedic.
6695	scherfig , the writer-director , has made a film so unabashedly hopeful that it actually makes the heart soar .	1	Writer-director Scherfig creates a film that is unabashedly hopeful, leaving your heart soaring with its optimism.
6696	barry convinces us he 's a dangerous , secretly unhinged guy who could easily have killed a president because it made him feel powerful .	1	Barry's portrayal convinces us that he is a dangerous and unhinged individual who possesses the capacity to commit heinous acts of violence.
6697	an unsuccessful attempt at a movie of ideas .	0	Unfortunately, this film fails in its attempt to be a thought-provoking exploration of ideas.
6698	this strenuously unfunny showtime deserves the hook .	0	"""Showtime"" is an unfunny comedy that strives too hard and ultimately falls flat."
6699	stands as one of the year 's most intriguing movie experiences , letting its imagery speak for it while it forces you to ponder anew what a movie can be .	1	This movie stands out as one of the most intriguing cinematic experiences of the year, relying on its visuals to convey its message and forcing viewers to contemplate the possibilities of what a film can be.
6700	this story of unrequited love does n't sustain interest beyond the first half-hour .	0	After the initial half-hour, the story of unrequited love fails to maintain interest.
6701	it 's a stale , overused cocktail using the same olives since 1962 as garnish .	0	It's a tired and clichéd concoction that hasn't changed since 1962.
6702	in imax in short , it 's just as wonderful on the big screen .	1	In short, the IMAX experience is just as magnificent on the large screen.
6703	sex ironically has little to do with the story , which becomes something about how lame it is to try and evade your responsibilities and that you should never , ever , leave a large dog alone with a toddler .	0	Ironically, the story's focus shifts away from sex and becomes a reflection on the futility of avoiding responsibilities and the dangers of leaving a toddler alone with a large dog.
6704	i 'd watch these two together again in a new york minute .	1	I would gladly watch these two actors perform together again without hesitation.
6705	it 's a film that 's destined to win a wide summer audience through word-of-mouth reviews and , not far down the line , to find a place among the studio 's animated classics .	1	This film is poised to attract a broad summer audience through positive word-of-mouth reviews and has the potential to become one of the studio's animated classics.
6706	continually challenges perceptions of guilt and innocence , of good guys and bad , and asks us whether a noble end can justify evil means .	1	It consistently challenges our notions of guilt and innocence, blurring the lines between heroes and villains, and raises the question of whether noble intentions can justify immoral actions.
6707	he 's a better actor than a standup comedian .	1	His acting skills outshine his abilities as a standup comedian.
6708	so beautifully acted and directed , it 's clear that washington most certainly has a new career ahead of him if he so chooses .	1	The performances and direction are exquisite, leaving no doubt that Washington has a promising future in the industry if he chooses to pursue it.
6709	he 's just a sad aristocrat in tattered finery , and the film seems as deflated as he does .	0	The protagonist is nothing more than a sorrowful aristocrat dressed in tattered attire, and the film itself feels as deflated as he does.
6710	insomnia is one of the year 's best films and pacino gives one of his most daring , and complicated , performances .	1	Insomnia is a standout film of the year, and Pacino delivers one of his most daring and complex performances.
6711	it 's so badly made on every level that i 'm actually having a hard time believing people were paid to make it .	0	This film is so poorly crafted in every aspect that it's hard to believe anyone was actually paid to make it.
6712	while not quite `` shrek '' or `` monsters , inc. '' , it 's not too bad .	1	"While not reaching the level of ""Shrek"" or ""Monsters, Inc."", it's still fairly decent."
6713	a slight but sweet film .	1	It's a gentle and pleasant film, although it may be slight in terms of substance.
6714	my only wish is that celebi could take me back to a time before i saw this movie and i could just skip it .	0	I wish Celebi could transport me back in time to before I watched this movie so I could skip it altogether.
6715	one of these days hollywood will come up with an original idea for a teen movie , but until then there 's always these rehashes to feed to the younger generations .	0	Hollywood seems to be lacking original ideas for teen movies, resorting to recycling these repetitive stories for younger audiences.
6716	an appalling ` ace ventura ' rip-off that somehow manages to bring together kevin pollak , former wrestler chyna and dolly parton .	0	"This is an atrocious imitation of ""Ace Ventura"" that bizarrely brings together Kevin Pollak, former wrestler Chyna, and Dolly Parton."
6717	a smart , arch and rather cold-blooded comedy .	1	It's a clever, sardonic, and somewhat ruthless comedy.
6718	it finds no way to entertain or inspire its viewers .	0	The film fails to captivate or inspire its viewers in any way.
6719	a powerful , chilling , and affecting study of one man 's dying fall .	1	It's a powerful, chilling, and impactful exploration of one man's descent into death.
6720	the satire is unfocused , while the story goes nowhere .	0	The satire in this film lacks focus, and the story fails to go anywhere.
6721	the son of the bride 's humour is born out of an engaging storyline , which also is n't embarrassed to make you reach for the tissues .	1	"The humor in ""The Son of the Bride"" stems from an engaging storyline that isn't afraid to evoke emotions and make you reach for the tissues."
6722	an uneasy mix of run-of-the-mill raunchy humor and seemingly sincere personal reflection .	0	This film is an awkward blend of crude humor and what appears to be genuine personal introspection.
6723	an uplifting , near-masterpiece .	1	It's an inspiring work of art, almost reaching masterpiece status.
6724	the film 's hero is a bore and his innocence soon becomes a questionable kind of inexcusable dumb innocence .	0	The film's protagonist is dull, and his supposed innocence becomes questionable and unforgivably naive.
6725	unlike lots of hollywood fluff , this has layered , well-developed characters and some surprises .	1	Unlike many superficial Hollywood films, this one presents well-developed characters with depth and unexpected twists.
6726	in his role of observer of the scene , lawrence sounds whiny and defensive , as if his life-altering experiences made him bitter and less mature .	0	Lawrence, in his role as an observer, comes across as whiny and defensive, as if his life-altering experiences have made him bitter and less mature.
6727	boasts eye-catching art direction but has a forcefully quirky tone that quickly wears out its limited welcome .	0	The movie showcases visually appealing art direction but quickly becomes tiresome with its forced quirkiness.
6728	pete 's screenplay manages to find that real natural , even-flowing tone that few movies are able to accomplish .	1	Pete's screenplay achieves a natural, seamless tone that is rarely seen in other films.
6729	exploitative and largely devoid of the depth or sophistication that would make watching such a graphic treatment of the crimes bearable .	0	It's an exploitative film that lacks depth or sophistication, making it difficult to endure the graphic portrayal of the crimes.
6730	the humor and humanity of monsoon wedding are in perfect balance .	1	"The balance between humor and humanity in ""Monsoon Wedding"" is impeccable."
6731	the gorgeously elaborate continuation of `` the lord of the rings '' trilogy is so huge that a column of words can not adequately describe co-writer\/director peter jackson 's expanded vision of j.r.r. tolkien 's middle-earth .	1	"The continuation of ""The Lord of the Rings"" trilogy is a visually stunning and expansive work that cannot be adequately described in words alone."
6732	to paraphrase a line from another dickens ' novel , nicholas nickleby is too much like a fragment of an underdone potato .	0	"""Nicholas Nickleby"" is comparable to an undercooked potato fragment, lacking substance."
6733	lacks depth .	0	It lacks profundity and complexity.
6734	it 's as if solondz had two ideas for two movies , could n't really figure out how to flesh either out , so he just slopped ` em together here .	0	It feels like Solondz had two separate movie ideas but couldn't develop either fully, resulting in a messy combination.
6735	in the end , tuck everlasting falls victim to that everlasting conundrum experienced by every human who ever lived : too much to do , too little time to do it in .	0	"""Tuck Everlasting"" succumbs to the eternal struggle faced by all humans: having too much to do and too little time."
6736	this slight premise ... works because of the ideal casting of the masterful british actor ian holm as the aged napoleon .	1	This seemingly insignificant premise works remarkably well due to the perfect casting of the talented British actor Ian Holm as the aged Napoleon.
6737	rarely has sex on screen been so aggressively anti-erotic .	0	Rarely has on-screen sex been portrayed as aggressively unappealing.
6738	straightforward and old-fashioned in the best possible senses of both those words , possession is a movie that puts itself squarely in the service of the lovers who inhabit it .	1	"""Possession"" is a straightforward and nostalgic film that wholeheartedly serves the characters and their love story."
6739	though the story ... is hackneyed , the characters have a freshness and modesty that transcends their predicament .	1	Despite the clichéd storyline, the characters possess a refreshing genuineness and modesty that elevates them above their predicament.
6740	it 's light on the chills and heavy on the atmospheric weirdness , and there are moments of jaw-droppingly odd behavior -- yet i found it weirdly appealing .	1	It lacks intense scares but compensates with a peculiar and captivating atmosphere, featuring moments of bizarre behavior that strangely drew me in.
6741	the first tunisian film i have ever seen , and it 's also probably the most good-hearted yet sensual entertainment i 'm likely to see all year .	1	It's the first Tunisian film I've watched, and it stands out as a genuinely warm and sensually enjoyable piece of entertainment that is likely to be unrivaled this year.
6742	anybody who enjoys quirky , fun , popcorn movies with a touch of silliness and a little bloodshed .	1	This movie is perfect for those who appreciate offbeat, enjoyable, popcorn flicks with a touch of silliness and some bloodshed.
6743	as the dominant christine , sylvie testud is icily brilliant .	1	Sylvie Testud delivers an icily brilliant performance as the dominant character Christine.
6744	the makers of mothman prophecies succeed in producing that most frightening of all movies -- a mediocre horror film too bad to be good and too good to be bad .	0	"The creators of ""Mothman Prophecies"" achieve the rare feat of producing a mediocre horror film that is too bad to be good yet too good to be bad, resulting in a chilling disappointment."
6745	-lrb- a -rrb- devastatingly powerful and astonishingly vivid holocaust drama .	1	It's an incredibly powerful and vivid Holocaust drama that leaves a devastating impact.
6746	dogtown & z-boys evokes the blithe rebel fantasy with the kind of insouciance embedded in the sexy demise of james dean .	1	"""Dogtown &amp; Z-Boys"" captures the carefree rebellious fantasy with the same nonchalant spirit embodied in James Dean's alluring demise."
6747	it works well enough , since the thrills pop up frequently , and the dispatching of the cast is as often imaginative as it is gory .	1	Despite its flaws, the movie works well enough due to frequent thrills and imaginative, often gory, ways of dispatching the cast.
6748	-lrb- hayek -rrb- throws herself into this dream hispanic role with a teeth-clenching gusto , she strikes a potent chemistry with molina and she gradually makes us believe she is kahlo .	1	Salma Hayek wholeheartedly embraces her Hispanic role with passionate enthusiasm, creating a compelling chemistry with Molina and gradually convincing us that she is Frida Kahlo.
6749	the film 's needlessly opaque intro takes its doe-eyed crudup out of pre-9 \/ 11 new york and onto a cross-country road trip of the homeric kind .	0	The film's unnecessarily enigmatic introduction removes Crudup's character from pre-9/11 New York City and sets him on an epic cross-country road trip with an air of grandeur reminiscent of Homer's works.
6750	the biggest problem with satin rouge is lilia herself .	0	"The main issue with ""Satin Rouge"" lies with its protagonist, Lilia herself."
6751	the thought of watching this film with an audience full of teenagers fixating on its body humour and reinforcement of stereotypes -lrb- of which they 'll get plenty -rrb- fills me with revulsion .	0	The idea of sitting through this film with a teenage audience solely focused on its crude humor and reinforcement of stereotypes disgusts me.
6752	captivates and shows how a skillful filmmaker can impart a message without bludgeoning the audience over the head .	1	It captivates the audience and demonstrates how a skilled filmmaker can effectively convey a message without being heavy-handed.
6753	jaglom offers the none-too-original premise that everyone involved with moviemaking is a con artist and a liar .	0	Jaglom presents the unsurprising notion that everyone involved in the movie industry is dishonest and deceitful.
6754	contrived , maudlin and cliche-ridden ... if this sappy script was the best the contest received , those rejected must have been astronomically bad .	0	The film feels forced, sentimental, and filled with clichés. If this saccharine script was the best among the entries in the contest, the rejected ones must have been remarkably terrible.
6755	one suspects that craven endorses they simply because this movie makes his own look much better by comparison .	0	It seems likely that Craven supports this movie simply because it makes his own work look significantly better by comparison.
6756	the film 's final hour , where nearly all the previous unseen material resides , is unconvincing soap opera that tornatore was right to cut .	0	The final hour of the film, which contains mostly unseen material, devolves into an unconvincing soap opera that Tornatore was wise to omit.
6757	like its bizarre heroine , it irrigates our souls .	1	Similar to its eccentric protagonist, the film nourishes our souls.
6758	savvy director robert j. siegel and his co-writers keep the story subtle and us in suspense .	1	Director Robert J. Siegel, along with his co-writers, skillfully maintains a subtle narrative that keeps the audience in suspense.
6759	puts on airs of a hal hartley wannabe film -- without the vital comic ingredient of the hilarious writer-director himself .	0	This film tries to imitate the style of Hal Hartley but lacks the essential comedic element that the brilliant writer-director himself possesses.
6760	the appeal of the vulgar , sexist , racist humour went over my head or -- considering just how low brow it is -- perhaps it snuck under my feet .	0	I couldn't comprehend or appreciate the appeal of the crude, sexist, and racist humor in the film. It was either too sophisticated for me or so lowbrow that it slipped past my understanding.
6761	has the disjointed feel of a bunch of strung-together tv episodes .	0	It feels disjointed, as if it's a collection of unrelated TV episodes put together.
6762	while broomfield 's film does n't capture the effect of these tragic deaths on hip-hop culture , it succeeds as a powerful look at a failure of our justice system .	1	While Broomfield's film doesn't effectively capture the impact of these tragic deaths on hip-hop culture, it successfully examines the failures of our justice system.
6763	completely creatively stillborn and executed in a manner that i 'm not sure could be a single iota worse ... a soulless hunk of exploitative garbage .	0	This film is utterly devoid of creativity and executed in a way that couldn't possibly be worse. It's a soulless and exploitative piece of garbage.
6764	... a vivid , thoughtful , unapologetically raw coming-of-age tale full of sex , drugs and rock 'n' roll .	1	It's a vibrant and thought-provoking coming-of-age story that fearlessly delves into themes of sex, drugs, and rock 'n' roll.
6765	a treat for its depiction on not giving up on dreams when you 're a struggling nobody .	1	It's a delight to see a film that encourages perseverance in pursuing dreams, especially when you're an unknown struggling individual.
6766	it 's fitting that a movie as artificial and soulless as the country bears owes its genesis to an animatronic display at disneyland .	0	"It's fitting that a movie as artificial and lacking soul as ""The Country Bears"" originated from an animatronic display at Disneyland."
6767	we do n't get paid enough to sit through crap like this .	0	We aren't compensated enough to endure films of this caliber.
6768	feels like a cold old man going through the motions .	0	It gives the impression of a disinterested and detached old man merely going through the motions.
6769	both an admirable reconstruction of terrible events , and a fitting memorial to the dead of that day , and of the thousands thereafter .	1	It serves as both an impressive reconstruction of tragic events and a fitting tribute to the victims of that day and the subsequent thousands.
6770	bravado kathy !	1	Well done, Kathy!
6771	execrable .	0	Terrible.
6772	-lrb- seagal 's -rrb- strenuous attempt at a change in expression could very well clinch him this year 's razzie .	0	Seagal's desperate attempt to change his image might secure him the Razzie award this year.
6773	thoroughly awful .	0	Terribly bad.
6774	the production values are of the highest and the performances attractive without being memorable .	1	The production values are top-notch, and the performances are attractive but forgettable.
6775	starts as a tart little lemon drop of a movie and ends up as a bitter pill .	0	It begins as a refreshing and lively movie but ends up being unpleasant and disappointing.
6776	despite besson 's high-profile name being wasabi 's big selling point , there is no doubt that krawczyk deserves a huge amount of the credit for the film 's thoroughly winning tone .	1	"Despite Besson's reputation being the main selling point of ""Wasabi,"" Krawczyk deserves a significant amount of credit for the film's overall successful tone."
6777	often lingers just as long on the irrelevant as on the engaging , which gradually turns what time is it there ?	0	"The film often spends as much time on irrelevant aspects as on engaging ones, gradually diminishing the impact of ""What Time Is It There?"""
6778	a sensitive , moving , brilliantly constructed work .	1	A touching, emotionally impactful, and brilliantly crafted piece of work.
6779	not exaggerated enough to be a parody of gross-out flicks , college flicks , or even flicks in general .	0	It doesn't go far enough to be a parody of raunchy comedies, college films, or even movies in general.
6780	a high-minded snoozer .	0	A dull and pretentious film.
6781	bring on the sequel .	1	We're ready for the sequel!
6782	judging by those standards , ` scratch ' is a pretty decent little documentary .	1	"Based on those criteria, ""Scratch"" is a fairly good documentary."
6783	a movie like the guys is why film criticism can be considered work .	0	"Movies like ""The Guys"" make film criticism feel like a job."
6784	pc stability notwithstanding , the film suffers from a simplistic narrative and a pat , fairy-tale conclusion .	0	Despite its technical stability, the film's simplistic storyline and predictable ending detract from its overall quality.
6785	an often watchable , though goofy and lurid , blast of a costume drama set in the late 15th century .	1	It's an enjoyable, though silly and sensational, historical drama set in the late 15th century.
6786	check your brain and your secret agent decoder ring at the door because you do n't want to think too much about what 's going on .	0	Don't expect to engage your intellect or decipher complex plotlines here; just enjoy the ride.
6787	a seriocomic debut of extravagant promise by georgian-israeli director dover kosashvili .	1	An impressive and promising debut from Georgian-Israeli director Dover Kosashvili, blending comedy and drama.
6788	as saccharine as it is disposable .	0	It's overly sweet and disposable, lacking lasting impact.
6789	the film becomes an overwhelming pleasure , and you find yourself rooting for gai 's character to avoid the fate that has befallen every other carmen before her .	1	As the film progresses, it becomes incredibly satisfying, and you can't help but root for Gai's character to avoid the same fate as previous Carmens.
6790	matters play out realistically if not always fairly .	1	The events unfold realistically, even if they're not always fair.
6791	as lively an account as seinfeld is deadpan .	0	It provides a lively account with the same deadpan humor as Seinfeld.
